#GO_term: the GO term
#Avg_gene_number: on the average this number of genes are found per simulation for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#SNP_num: using the candidate SNPs this number of genes was found for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#p-value: p-value (uncorrected for multiple testing)
#FDR: FDR (p-value after adjustment for multiple testing)
#Obs_gene_number: the number of genes (uniq) found for the given GO category
#Exp_gene_number: the number of genes that could at most be found for the given GO category, i.e.: genes of the given GO category that have an corresponding entry in the annotation file and contain at least one SNP
#Total_GO_genes: total number of genes for the given GO category in the GO association file
#GO_id: description of the given GO term
#Genes: comma separated list of the gene_ids found for the given GO category
GO_term	Avg_gene_number	SNP_num	p-value	FDR	Obs_gene_number	Exp_gene_number	Total_GO_genes	GO_id	Genes
GO:1902680	7.793	8	0.52533	1	8	372	398	positive regulation of RNA biosynthetic process	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0263667,fbgn0016694"
GO:1903508	7.793	8	0.52533	1	8	372	398	positive regulation of nucleic acid-templated transcription	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0263667,fbgn0016694"
GO:0031401	2.748	3	0.52536	1	3	188	202	positive regulation of protein modification process	"fbgn0024187,fbgn0034231,fbgn0263667"
GO:0030155	1.706	2	0.5259	1	2	44	48	regulation of cell adhesion	"fbgn0260934,fbgn0034529"
GO:0022803	5.77	6	0.52591	1	6	249	261	passive transmembrane transporter activity	"fbgn0034456,fbgn0034457,fbgn0030707,fbgn0034883,fbgn0034882,fbgn0034885"
GO:0015267	5.77	6	0.52591	1	6	249	261	channel activity	"fbgn0034456,fbgn0034457,fbgn0030707,fbgn0034883,fbgn0034882,fbgn0034885"
GO:0007369	0.713	1	0.52631	1	1	30	33	gastrulation	fbgn0020299
GO:0017076	9.826	10	0.52671	1	10	758	802	purine nucleotide binding	"fbgn0027329,fbgn0263747,fbgn0016701,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083,fbgn0003392"
GO:0005215	10.847	11	0.52785	1	11	822	868	transporter activity	"fbgn0053180,fbgn0034205,fbgn0263747,fbgn0034456,fbgn0034457,fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0034885,fbgn0038223"
GO:0051347	1.743	2	0.52814	1	2	86	92	positive regulation of transferase activity	"fbgn0024187,fbgn0034231"
GO:0048736	0.715	1	0.52821	1	1	15	15	appendage development	fbgn0003862
GO:0009790	1.71	2	0.52826	1	2	61	114	embryo development	"fbgn0265487,fbgn0029006"
GO:0048512	1.742	2	0.52859	1	2	71	74	circadian behavior	"fbgn0023076,fbgn0028622"
GO:0035010	0.723	1	0.52909	1	1	38	40	encapsulation of foreign target	fbgn0034521
GO:0051246	8.815	9	0.52921	1	9	628	696	regulation of protein metabolic process	"fbgn0024187,fbgn0015903,fbgn0260934,fbgn0034231,fbgn0034237,fbgn0263667,fbgn0052369,fbgn0003392,fbgn0029006"
GO:0008284	1.733	2	0.53025	1	2	66	71	positive regulation of cell proliferation	"fbgn0261786,fbgn0002914"
GO:0016798	0.743	1	0.53153	1	1	95	104	"hydrolase activity, acting on glycosyl bonds"	fbgn0053080
GO:0007310	0.733	1	0.53173	1	1	32	40	oocyte dorsal/ventral axis specification	fbgn0003463
GO:1902875	0.71	1	0.53193	1	1	26	26	regulation of embryonic pattern specification	fbgn0260934
GO:0044712	1.78	2	0.53419	1	2	360	373	single-organism catabolic process	"fbgn0034225,fbgn0034491"
GO:0044272	0.723	1	0.53454	1	1	43	47	sulfur compound biosynthetic process	fbgn0030662
GO:0090575	0.724	1	0.53484	1	1	72	78	RNA polymerase II transcription factor complex	fbgn0263667
GO:0007187	1.773	2	0.53986	1	2	49	50	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"fbgn0024150,fbgn0011582"
GO:0097159	33.075	33	0.54036	1	33	2561	3126	organic cyclic compound binding	"fbgn0039683,fbgn0028382,fbgn0027329,fbgn0015903,fbgn0030687,fbgn0263747,fbgn0030680,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0024321,fbgn0038704,fbgn0034225,fbgn0267791,fbgn0002914,fbgn0030703,fbgn0260934,fbgn0030660,fbgn0034237,fbgn0027093,fbgn0038205,fbgn0011582,fbgn0015949,fbgn0027083,fbgn0034251,fbgn0003435,fbgn0016694,fbgn0003392,fbgn0015524"
GO:0019216	0.726	1	0.54183	1	1	39	41	regulation of lipid metabolic process	fbgn0016694
GO:0034655	0.765	1	0.54421	1	1	132	138	nucleobase-containing compound catabolic process	fbgn0034225
GO:0090068	0.703	1	0.54447	1	1	33	35	positive regulation of cell cycle process	fbgn0002914
GO:0051052	0.744	1	0.54528	1	1	61	63	regulation of DNA metabolic process	fbgn0034495
GO:0032155	0.76	1	0.54578	1	1	38	41	cell division site part	fbgn0050147
GO:0050662	0.787	1	0.54628	1	1	129	138	coenzyme binding	fbgn0034251
GO:0000381	1.746	2	0.54636	1	2	78	80	"regulation of alternative mRNA splicing, via spliceosome"	"fbgn0265487,fbgn0267791"
GO:0045448	0.727	1	0.54858	1	1	30	30	"mitotic cell cycle, embryonic"	fbgn0003392
GO:0009967	5.916	6	0.55026	1	6	322	353	positive regulation of signal transduction	"fbgn0024187,fbgn0003463,fbgn0260934,fbgn0034230,fbgn0014391,fbgn0003392"
GO:0031399	4.907	5	0.55142	1	5	353	384	regulation of protein modification process	"fbgn0024187,fbgn0260934,fbgn0034231,fbgn0263667,fbgn0003392"
GO:1901654	0.756	1	0.55193	1	1	26	31	response to ketone	fbgn0263667
GO:0005794	1.827	2	0.55246	1	2	195	207	Golgi apparatus	"fbgn0034202,fbgn0034521"
GO:0048024	1.768	2	0.55291	1	2	81	84	"regulation of mRNA splicing, via spliceosome"	"fbgn0265487,fbgn0267791"
GO:0007622	1.82	2	0.55352	1	2	73	76	rhythmic behavior	"fbgn0023076,fbgn0028622"
GO:0010604	12.057	12	0.55497	1	12	688	739	positive regulation of macromolecule metabolic process	"fbgn0024187,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0034231,fbgn0263667,fbgn0052369,fbgn0016694,fbgn0029006"
GO:0042048	3.883	4	0.55653	1	4	108	179	olfactory behavior	"fbgn0034470,fbgn0011582,fbgn0266098,fbgn0003392"
GO:0016311	1.827	2	0.55894	1	2	151	157	dephosphorylation	"fbgn0030661,fbgn0027506"
GO:0031267	1.841	2	0.55921	1	2	128	129	small GTPase binding	"fbgn0053180,fbgn0030699"
GO:0034622	1.858	2	0.56064	1	2	369	464	cellular macromolecular complex assembly	"fbgn0034566,fbgn0003392"
GO:0098588	2.9	3	0.56072	1	3	281	299	bounding membrane of organelle	"fbgn0024187,fbgn0030662,fbgn0038223"
GO:0001085	0.791	1	0.56088	1	1	36	40	RNA polymerase II transcription factor binding	fbgn0003345
GO:0090092	1.827	2	0.56105	1	2	57	62	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	"fbgn0003463,fbgn0029006"
GO:0060828	0.78	1	0.5615	1	1	25	25	regulation of canonical Wnt signaling pathway	fbgn0030706
GO:0070887	2.877	3	0.56255	1	3	154	172	cellular response to chemical stimulus	"fbgn0011761,fbgn0011582,fbgn0263667"
GO:0016740	12.12	12	0.56269	1	12	1128	1179	transferase activity	"fbgn0034202,fbgn0011817,fbgn0003862,fbgn0030674,fbgn0038704,fbgn0260934,fbgn0030662,fbgn0034231,fbgn0034521,fbgn0015949,fbgn0052369,fbgn0029006"
GO:0007193	0.792	1	0.56302	1	1	21	22	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway	fbgn0024150
GO:0015297	0.816	1	0.56304	1	1	64	71	antiporter activity	fbgn0034479
GO:0051020	1.854	2	0.56326	1	2	132	133	GTPase binding	"fbgn0053180,fbgn0030699"
GO:0007265	0.809	1	0.56479	1	1	78	83	Ras protein signal transduction	fbgn0016701
GO:0051494	0.794	1	0.56512	1	1	31	31	negative regulation of cytoskeleton organization	fbgn0263197
GO:0016604	0.743	1	0.56655	1	1	67	78	nuclear body	fbgn0267791
GO:0043484	1.811	2	0.56678	1	2	90	94	regulation of RNA splicing	"fbgn0265487,fbgn0267791"
GO:0048103	0.814	1	0.5677	1	1	43	43	somatic stem cell division	fbgn0001105
GO:0006066	0.815	1	0.56821	1	1	75	79	alcohol metabolic process	fbgn0034491
GO:0006357	11.15	11	0.56846	1	11	580	621	regulation of transcription from RNA polymerase II promoter	"fbgn0039683,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0263667"
GO:0051254	8.079	8	0.56929	1	8	383	413	positive regulation of RNA metabolic process	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0263667,fbgn0016694"
GO:0046011	0.748	1	0.56954	1	1	15	15	regulation of oskar mRNA translation	fbgn0015903
GO:0044798	0.802	1	0.57103	1	1	83	91	nuclear transcription factor complex	fbgn0263667
GO:0030198	0.816	1	0.57201	1	1	43	47	extracellular matrix organization	fbgn0003392
GO:1990709	0.749	1	0.57433	1	1	13	13	presynaptic active zone organization	fbgn0030706
GO:0017137	0.825	1	0.57444	1	1	71	71	Rab GTPase binding	fbgn0030699
GO:0008298	0.826	1	0.57551	1	1	69	89	intracellular mRNA localization	fbgn0260934
GO:1901700	2.954	3	0.57685	1	3	199	213	response to oxygen-containing compound	"fbgn0024150,fbgn0011582,fbgn0263667"
GO:0005524	8.155	8	0.5769	1	8	599	634	ATP binding	"fbgn0027329,fbgn0263747,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083"
GO:0001737	0.8	1	0.57692	1	1	22	23	establishment of imaginal disc-derived wing hair orientation	fbgn0260934
GO:0070507	0.827	1	0.57698	1	1	48	48	regulation of microtubule cytoskeleton organization	fbgn0263197
GO:0043413	0.837	1	0.578	1	1	88	97	macromolecule glycosylation	fbgn0034521
GO:0006486	0.837	1	0.578	1	1	88	97	protein glycosylation	fbgn0034521
GO:0070085	0.837	1	0.57811	1	1	89	98	glycosylation	fbgn0034521
GO:0045944	6.085	6	0.58041	1	6	272	291	positive regulation of transcription from RNA polymerase II promoter	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0002914,fbgn0263667"
GO:0051649	8.173	8	0.58056	1	8	862	909	establishment of localization in cell	"fbgn0053180,fbgn0024187,fbgn0034202,fbgn0034205,fbgn0034452,fbgn0016701,fbgn0038223,fbgn0003392"
GO:0007088	0.79	1	0.58183	1	1	68	70	regulation of mitotic nuclear division	fbgn0002914
GO:0008078	0.833	1	0.5824	1	1	16	16	mesodermal cell migration	fbgn0020299
GO:0045785	0.765	1	0.58258	1	1	20	20	positive regulation of cell adhesion	fbgn0034529
GO:0032559	8.203	8	0.58381	1	8	601	636	adenyl ribonucleotide binding	"fbgn0027329,fbgn0263747,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083"
GO:0007009	0.854	1	0.58406	1	1	64	66	plasma membrane organization	fbgn0003392
GO:0001654	4.015	4	0.58406	1	4	130	148	eye development	"fbgn0011817,fbgn0003862,fbgn0265487,fbgn0038223"
GO:0001738	0.819	1	0.58479	1	1	16	16	morphogenesis of a polarized epithelium	fbgn0003392
GO:0030554	8.217	8	0.58591	1	8	604	639	adenyl nucleotide binding	"fbgn0027329,fbgn0263747,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083"
GO:0006796	10.268	10	0.58798	1	10	738	768	phosphate-containing compound metabolic process	"fbgn0038237,fbgn0022710,fbgn0011817,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0260934,fbgn0030661,fbgn0014391,fbgn0027506"
GO:0051783	0.805	1	0.58823	1	1	74	76	regulation of nuclear division	fbgn0002914
GO:0005739	1.965	2	0.58858	1	2	498	538	mitochondrion	"fbgn0027083,fbgn0065035"
GO:0003008	15.381	15	0.59004	1	15	632	690	system process	"fbgn0039684,fbgn0034566,fbgn0086604,fbgn0040726,fbgn0030707,fbgn0034470,fbgn0034474,fbgn0034883,fbgn0011582,fbgn0034885,fbgn0034253,fbgn0266098,fbgn0003392,fbgn0043536,fbgn0085412"
GO:0032886	0.862	1	0.59124	1	1	54	54	regulation of microtubule-based process	fbgn0263197
GO:0044057	1.933	2	0.5913	1	2	56	59	regulation of system process	"fbgn0023076,fbgn0011582"
GO:0006403	0.863	1	0.59148	1	1	70	90	RNA localization	fbgn0260934
GO:0098791	0.868	1	0.59169	1	1	85	86	Golgi subcompartment	fbgn0034521
GO:0046486	0.872	1	0.59286	1	1	112	113	glycerolipid metabolic process	fbgn0034491
GO:0044249	7.229	7	0.59293	1	7	991	1451	cellular biosynthetic process	"fbgn0022710,fbgn0030687,fbgn0024150,fbgn0002914,fbgn0030662,fbgn0014391,fbgn0016694"
GO:0022404	0.832	1	0.59325	1	1	25	27	molting cycle process	fbgn0263667
GO:0010638	1.936	2	0.59343	1	2	129	137	positive regulation of organelle organization	"fbgn0263667,fbgn0003392"
GO:0000989	1.952	2	0.59693	1	2	159	175	"transcription factor activity, transcription factor binding"	"fbgn0002914,fbgn0263667"
GO:0010557	8.276	8	0.59841	1	8	417	445	positive regulation of macromolecule biosynthetic process	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0263667,fbgn0016694"
GO:0000988	1.958	2	0.59845	1	2	163	179	"transcription factor activity, protein binding"	"fbgn0002914,fbgn0263667"
GO:0004888	7.237	7	0.59917	1	7	317	331	transmembrane signaling receptor activity	"fbgn0037546,fbgn0030715,fbgn0030707,fbgn0264339,fbgn0011582,fbgn0028956,fbgn0004364"
GO:0032102	0.843	1	0.60186	1	1	30	31	negative regulation of response to external stimulus	fbgn0034540
GO:0043954	0.82	1	0.60212	1	1	28	29	cellular component maintenance	fbgn0003392
GO:0008356	1.979	2	0.60222	1	2	93	96	asymmetric cell division	"fbgn0001105,fbgn0263391"
GO:1901363	32.806	32	0.60303	1	32	2545	3108	heterocyclic compound binding	"fbgn0039683,fbgn0028382,fbgn0027329,fbgn0015903,fbgn0030687,fbgn0263747,fbgn0030680,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0024321,fbgn0038704,fbgn0034225,fbgn0267791,fbgn0002914,fbgn0030703,fbgn0260934,fbgn0030660,fbgn0034237,fbgn0027093,fbgn0038205,fbgn0015949,fbgn0027083,fbgn0034251,fbgn0003435,fbgn0016694,fbgn0003392,fbgn0015524"
GO:0033993	0.874	1	0.60319	1	1	35	41	response to lipid	fbgn0263667
GO:0050877	13.455	13	0.60335	1	13	568	625	neurological system process	"fbgn0039684,fbgn0034566,fbgn0086604,fbgn0040726,fbgn0030707,fbgn0034470,fbgn0034474,fbgn0011582,fbgn0034253,fbgn0266098,fbgn0003392,fbgn0043536,fbgn0085412"
GO:0033365	0.901	1	0.60512	1	1	168	181	protein localization to organelle	fbgn0034205
GO:0045935	8.332	8	0.6059	1	8	402	435	positive regulation of nucleobase-containing compound metabolic process	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0263667,fbgn0016694"
GO:0016050	0.904	1	0.60613	1	1	82	85	vesicle organization	fbgn0003392
GO:0002252	0.909	1	0.61002	1	1	68	71	immune effector process	fbgn0034521
GO:0007297	4.165	4	0.61256	1	4	130	151	ovarian follicle cell migration	"fbgn0015903,fbgn0260934,fbgn0003392,fbgn0004364"
GO:0004114	0.859	1	0.61358	1	1	7	7	"3',5'-cyclic-nucleotide phosphodiesterase activity"	fbgn0038237
GO:1903308	0.925	1	0.61361	1	1	100	108	regulation of chromatin modification	fbgn0263667
GO:0004112	0.859	1	0.61364	1	1	8	8	cyclic-nucleotide phosphodiesterase activity	fbgn0038237
GO:0030866	0.914	1	0.61415	1	1	45	50	cortical actin cytoskeleton organization	fbgn0003392
GO:0006869	0.914	1	0.61611	1	1	62	66	lipid transport	fbgn0263747
GO:0016820	0.945	1	0.61805	1	1	95	102	"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"	fbgn0263747
GO:0042626	0.945	1	0.61805	1	1	95	102	"ATPase activity, coupled to transmembrane movement of substances"	fbgn0263747
GO:0031984	0.935	1	0.6187	1	1	92	94	organelle subcompartment	fbgn0034521
GO:0016482	2.064	2	0.61919	1	2	330	351	cytoplasmic transport	"fbgn0053180,fbgn0034205"
GO:0034645	3.144	3	0.61942	1	3	462	865	cellular macromolecule biosynthetic process	"fbgn0030687,fbgn0002914,fbgn0016694"
GO:0097305	0.923	1	0.6196	1	1	49	54	response to alcohol	fbgn0263667
GO:0006793	10.535	10	0.62145	1	10	773	804	phosphorus metabolic process	"fbgn0038237,fbgn0022710,fbgn0011817,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0260934,fbgn0030661,fbgn0014391,fbgn0027506"
GO:0044267	12.643	12	0.62401	1	12	1319	1757	cellular protein metabolic process	"fbgn0028382,fbgn0034202,fbgn0034459,fbgn0011817,fbgn0003862,fbgn0030674,fbgn0260934,fbgn0034231,fbgn0034521,fbgn0263667,fbgn0052369,fbgn0029006"
GO:0016747	0.974	1	0.62665	1	1	155	159	"transferase activity, transferring acyl groups other than amino-acyl groups"	fbgn0034202
GO:0061061	5.264	5	0.6278	1	5	150	178	muscle structure development	"fbgn0030699,fbgn0003345,fbgn0265487,fbgn0004795,fbgn0263391"
GO:0008016	0.952	1	0.62851	1	1	27	29	regulation of heart contraction	fbgn0023076
GO:1903522	0.952	1	0.62851	1	1	27	29	regulation of blood circulation	fbgn0023076
GO:0097060	2.031	2	0.62884	1	2	45	51	synaptic membrane	"fbgn0030706,fbgn0003392"
GO:0015399	0.976	1	0.62972	1	1	114	124	primary active transmembrane transporter activity	fbgn0263747
GO:0015405	0.976	1	0.62972	1	1	114	123	P-P-bond-hydrolysis-driven transmembrane transporter activity	fbgn0263747
GO:0014069	0.929	1	0.63111	1	1	21	21	postsynaptic density	fbgn0003392
GO:0007426	0.949	1	0.63164	1	1	24	26	"tracheal outgrowth, open tracheal system"	fbgn0020299
GO:0071900	0.934	1	0.63168	1	1	45	48	regulation of protein serine/threonine kinase activity	fbgn0024187
GO:0000578	0.943	1	0.63189	1	1	48	67	embryonic axis specification	fbgn0003463
GO:0005813	0.957	1	0.63225	1	1	87	92	centrosome	fbgn0263197
GO:0032268	8.515	8	0.63388	1	8	587	654	regulation of cellular protein metabolic process	"fbgn0024187,fbgn0015903,fbgn0260934,fbgn0034231,fbgn0034237,fbgn0263667,fbgn0052369,fbgn0003392"
GO:1901576	7.55	7	0.63975	1	7	1024	1484	organic substance biosynthetic process	"fbgn0022710,fbgn0030687,fbgn0024150,fbgn0002914,fbgn0030662,fbgn0014391,fbgn0016694"
GO:0005516	0.952	1	0.64054	1	1	32	35	calmodulin binding	fbgn0263197
GO:0046425	0.952	1	0.64059	1	1	53	57	regulation of JAK-STAT cascade	fbgn0015903
GO:0007635	4.301	4	0.64061	1	4	155	241	chemosensory behavior	"fbgn0034470,fbgn0011582,fbgn0266098,fbgn0003392"
GO:0007612	3.22	3	0.64118	1	3	86	119	learning	"fbgn0011582,fbgn0266098,fbgn0003392"
GO:0042335	2.128	2	0.64145	1	2	185	201	cuticle development	"fbgn0260934,fbgn0034517"
GO:0003774	0.997	1	0.64168	1	1	57	65	motor activity	fbgn0038205
GO:0001076	0.969	1	0.64175	1	1	71	78	"transcription factor activity, RNA polymerase II transcription factor binding"	fbgn0002914
GO:1990904	3.247	3	0.6429	1	3	566	740	ribonucleoprotein complex	"fbgn0028382,fbgn0038704,fbgn0267791"
GO:0030529	3.247	3	0.6429	1	3	566	740	intracellular ribonucleoprotein complex	"fbgn0028382,fbgn0038704,fbgn0267791"
GO:0051051	0.987	1	0.64345	1	1	40	41	negative regulation of transport	fbgn0038237
GO:0045860	0.993	1	0.64353	1	1	57	61	positive regulation of protein kinase activity	fbgn0024187
GO:0007398	0.986	1	0.64552	1	1	22	23	ectoderm development	fbgn0003463
GO:0070011	4.364	4	0.64776	1	4	510	549	"peptidase activity, acting on L-amino acid peptides"	"fbgn0259110,fbgn0034518,fbgn0266354,fbgn0262570"
GO:0051495	0.996	1	0.64786	1	1	46	48	positive regulation of cytoskeleton organization	fbgn0003392
GO:0009880	2.154	2	0.64841	1	2	99	123	embryonic pattern specification	"fbgn0004795,fbgn0003463"
GO:0046328	1.005	1	0.64907	1	1	51	54	regulation of JNK cascade	fbgn0024187
GO:0072499	1.002	1	0.64911	1	1	26	26	photoreceptor cell axon guidance	fbgn0263391
GO:0042221	6.515	6	0.64916	1	6	394	430	response to chemical	"fbgn0011761,fbgn0024150,fbgn0034470,fbgn0011582,fbgn0263667,fbgn0016694"
GO:0050684	2.096	2	0.64982	1	2	99	105	regulation of mRNA processing	"fbgn0265487,fbgn0267791"
GO:0009894	2.18	2	0.64993	1	2	190	200	regulation of catabolic process	"fbgn0052369,fbgn0029006"
GO:2000736	0.952	1	0.65141	1	1	31	32	regulation of stem cell differentiation	fbgn0034231
GO:0048037	1.048	1	0.65256	1	1	175	185	cofactor binding	fbgn0034251
GO:0019439	1.025	1	0.65306	1	1	153	159	aromatic compound catabolic process	fbgn0034225
GO:0070302	1.017	1	0.65319	1	1	53	56	regulation of stress-activated protein kinase signaling cascade	fbgn0024187
GO:0032872	1.017	1	0.65319	1	1	53	56	regulation of stress-activated MAPK cascade	fbgn0024187
GO:0098687	1.031	1	0.65322	1	1	137	152	chromosomal region	fbgn0034495
GO:0008233	4.399	4	0.65406	1	4	516	555	peptidase activity	"fbgn0259110,fbgn0034518,fbgn0266354,fbgn0262570"
GO:0034220	5.492	5	0.65487	1	5	254	271	ion transmembrane transport	"fbgn0030707,fbgn0034883,fbgn0034882,fbgn0034885,fbgn0014391"
GO:1903311	2.116	2	0.65512	1	2	101	107	regulation of mRNA metabolic process	"fbgn0265487,fbgn0267791"
GO:0098722	1.025	1	0.65602	1	1	54	56	asymmetric stem cell division	fbgn0001105
GO:0019725	3.288	3	0.65791	1	3	219	254	cellular homeostasis	"fbgn0034455,fbgn0265487,fbgn0011761"
GO:1902532	2.176	2	0.65813	1	2	95	99	negative regulation of intracellular signal transduction	"fbgn0015903,fbgn0003345"
GO:0051173	8.706	8	0.6583	1	8	453	493	positive regulation of nitrogen compound metabolic process	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0263667,fbgn0016694"
GO:0006897	4.436	4	0.65831	1	4	315	324	endocytosis	"fbgn0028382,fbgn0016701,fbgn0263667,fbgn0003392"
GO:0010927	1.05	1	0.65968	1	1	88	104	cellular component assembly involved in morphogenesis	fbgn0034566
GO:0007167	4.419	4	0.66029	1	4	152	168	enzyme linked receptor protein signaling pathway	"fbgn0003463,fbgn0030706,fbgn0020299,fbgn0029006"
GO:0044270	1.04	1	0.66263	1	1	150	156	cellular nitrogen compound catabolic process	fbgn0034225
GO:0060255	27.458	26	0.66357	1	26	1750	1953	regulation of macromolecule metabolic process	"fbgn0039683,fbgn0024187,fbgn0030699,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0260934,fbgn0034231,fbgn0034237,fbgn0263667,fbgn0034495,fbgn0065035,fbgn0052369,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0029006"
GO:0010631	5.522	5	0.66372	1	5	158	223	epithelial cell migration	"fbgn0015903,fbgn0260934,fbgn0020299,fbgn0003392,fbgn0004364"
GO:0010639	1.048	1	0.66433	1	1	82	85	negative regulation of organelle organization	fbgn0263197
GO:0001700	1.026	1	0.6649	1	1	42	89	embryonic development via the syncytial blastoderm	fbgn0029006
GO:0006810	21.305	20	0.66552	1	20	1709	1796	transport	"fbgn0261786,fbgn0028382,fbgn0053180,fbgn0024187,fbgn0034202,fbgn0034205,fbgn0034452,fbgn0263747,fbgn0016701,fbgn0030674,fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0034885,fbgn0263667,fbgn0014391,fbgn0038223,fbgn0003392,fbgn0043536"
GO:0016323	1.048	1	0.66564	1	1	35	37	basolateral plasma membrane	fbgn0260934
GO:0009891	8.765	8	0.66566	1	8	453	488	positive regulation of biosynthetic process	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0263667,fbgn0016694"
GO:0031328	8.765	8	0.66566	1	8	453	488	positive regulation of cellular biosynthetic process	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0263667,fbgn0016694"
GO:0046700	1.051	1	0.66609	1	1	152	158	heterocycle catabolic process	fbgn0034225
GO:0010243	1.047	1	0.66617	1	1	63	68	response to organonitrogen compound	fbgn0024150
GO:0031410	2.239	2	0.66715	1	2	153	161	cytoplasmic vesicle	"fbgn0024187,fbgn0003392"
GO:0045887	1.034	1	0.66778	1	1	28	31	positive regulation of synaptic growth at neuromuscular junction	fbgn0011817
GO:1904398	1.034	1	0.66778	1	1	28	31	positive regulation of neuromuscular junction development	fbgn0011817
GO:0008081	1.008	1	0.66846	1	1	28	30	phosphoric diester hydrolase activity	fbgn0038237
GO:0021782	1.05	1	0.67015	1	1	35	36	glial cell development	fbgn0020299
GO:1901185	1.019	1	0.67099	1	1	33	36	negative regulation of ERBB signaling pathway	fbgn0260938
GO:0042059	1.019	1	0.67099	1	1	33	36	negative regulation of epidermal growth factor receptor signaling pathway	fbgn0260938
GO:0030100	1.076	1	0.67156	1	1	55	56	regulation of endocytosis	fbgn0016701
GO:0061326	1.044	1	0.67175	1	1	19	20	renal tubule development	fbgn0003463
GO:0072002	1.044	1	0.67175	1	1	19	20	Malpighian tubule development	fbgn0003463
GO:1901698	1.064	1	0.67184	1	1	65	70	response to nitrogen compound	fbgn0024150
GO:0004930	4.486	4	0.67279	1	4	177	181	G-protein coupled receptor activity	"fbgn0037546,fbgn0264339,fbgn0011582,fbgn0028956"
GO:0046777	1.07	1	0.67306	1	1	41	43	protein autophosphorylation	fbgn0011817
GO:0019935	1.078	1	0.67317	1	1	31	32	cyclic-nucleotide-mediated signaling	fbgn0024150
GO:0007275	2.231	2	0.67533	1	2	64	72	multicellular organismal development	"fbgn0016694,fbgn0004364"
GO:0060548	2.263	2	0.67589	1	2	138	161	negative regulation of cell death	"fbgn0034454,fbgn0023076"
GO:0005506	1.108	1	0.67664	1	1	147	159	iron ion binding	fbgn0065035
GO:0051965	1.064	1	0.67805	1	1	31	35	positive regulation of synapse assembly	fbgn0011817
GO:0043492	1.114	1	0.67899	1	1	101	108	"ATPase activity, coupled to movement of substances"	fbgn0263747
GO:0010628	8.88	8	0.68021	1	8	444	478	positive regulation of gene expression	"fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0263667,fbgn0016694"
GO:0017111	4.571	4	0.6816	1	4	470	501	nucleoside-triphosphatase activity	"fbgn0263747,fbgn0016701,fbgn0038205,fbgn0003392"
GO:0016746	1.133	1	0.68269	1	1	179	184	"transferase activity, transferring acyl groups"	fbgn0034202
GO:0008344	2.286	2	0.68453	1	2	88	135	adult locomotory behavior	"fbgn0260938,fbgn0034521"
