#GO_term: the GO term
#Avg_gene_number: on the average this number of genes are found per simulation for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#SNP_num: using the candidate SNPs this number of genes was found for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#p-value: p-value (uncorrected for multiple testing)
#FDR: FDR (p-value after adjustment for multiple testing)
#Obs_gene_number: the number of genes (uniq) found for the given GO category
#Exp_gene_number: the number of genes that could at most be found for the given GO category, i.e.: genes of the given GO category that have an corresponding entry in the annotation file and contain at least one SNP
#Total_GO_genes: total number of genes for the given GO category in the GO association file
#GO_id: description of the given GO term
#Genes: comma separated list of the gene_ids found for the given GO category
GO_term	Avg_gene_number	SNP_num	p-value	FDR	Obs_gene_number	Exp_gene_number	Total_GO_genes	GO_id	Genes
GO:0048749	3.242	2	0.85075	1	2	116	132	compound eye development	"fbgn0011817,fbgn0038223"
GO:0042802	4.455	3	0.85093	1	3	158	162	identical protein binding	"fbgn0263219,fbgn0003862,fbgn0016694"
GO:0009889	20.61	17	0.85153	1	17	1195	1362	regulation of biosynthetic process	"fbgn0039683,fbgn0030699,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0034237,fbgn0263667,fbgn0034495,fbgn0016694,fbgn0015524"
GO:0006955	3.258	2	0.85179	1	2	196	219	immune response	"fbgn0260934,fbgn0004364"
GO:0044093	3.306	2	0.85279	1	2	225	243	positive regulation of molecular function	"fbgn0024187,fbgn0034231"
GO:0043066	1.839	1	0.85568	1	1	112	124	negative regulation of apoptotic process	fbgn0023076
GO:0008237	1.849	1	0.85596	1	1	144	148	metallopeptidase activity	fbgn0259110
GO:0044444	28.322	24	0.85799	1	24	2819	3364	cytoplasmic part	"fbgn0024187,fbgn0022710,fbgn0027329,fbgn0034566,fbgn0034202,fbgn0034454,fbgn0016701,fbgn0265487,fbgn0050147,fbgn0024150,fbgn0260934,fbgn0030662,fbgn0034237,fbgn0034521,fbgn0027083,fbgn0034529,fbgn0034491,fbgn0034251,fbgn0034530,fbgn0065035,fbgn0014391,fbgn0038223,fbgn0003392,fbgn0263391"
GO:0045202	5.804	4	0.85871	1	4	149	155	synapse	"fbgn0016701,fbgn0030707,fbgn0260934,fbgn0003392"
GO:0048489	1.881	1	0.85912	1	1	82	86	synaptic vesicle transport	fbgn0003392
GO:0097480	1.881	1	0.85912	1	1	82	86	establishment of synaptic vesicle localization	fbgn0003392
GO:0071822	7.154	5	0.85943	1	5	512	622	protein complex subunit organization	"fbgn0034566,fbgn0263197,fbgn0002914,fbgn0003392,fbgn0263391"
GO:0044723	1.905	1	0.85987	1	1	219	229	single-organism carbohydrate metabolic process	fbgn0034521
GO:0016023	1.886	1	0.86004	1	1	122	129	cytoplasmic membrane-bounded vesicle	fbgn0024187
GO:0065003	3.364	2	0.86025	1	2	477	577	macromolecular complex assembly	"fbgn0034566,fbgn0003392"
GO:0009605	9.569	7	0.86078	1	7	641	684	response to external stimulus	"fbgn0023076,fbgn0260934,fbgn0011582,fbgn0028956,fbgn0016694,fbgn0003392,fbgn0004364"
GO:0048471	1.746	1	0.86082	1	1	58	60	perinuclear region of cytoplasm	fbgn0265487
GO:0019901	1.868	1	0.86194	1	1	79	82	protein kinase binding	fbgn0024187
GO:0005088	1.863	1	0.86419	1	1	54	54	Ras guanyl-nucleotide exchange factor activity	fbgn0034230
GO:0051174	4.713	3	0.86434	1	3	286	317	regulation of phosphorus metabolic process	"fbgn0024187,fbgn0260934,fbgn0003392"
GO:0019220	4.713	3	0.86434	1	3	286	317	regulation of phosphate metabolic process	"fbgn0024187,fbgn0260934,fbgn0003392"
GO:0032535	3.32	2	0.86452	1	2	140	142	regulation of cellular component size	"fbgn0002914,fbgn0003392"
GO:0043410	1.9	1	0.86466	1	1	93	100	positive regulation of MAPK cascade	fbgn0024187
GO:0060627	1.924	1	0.86481	1	1	127	132	regulation of vesicle-mediated transport	fbgn0016701
GO:0010941	4.73	3	0.86575	1	3	279	317	regulation of cell death	"fbgn0034454,fbgn0023076,fbgn0262579"
GO:0007281	5.927	4	0.86597	1	4	281	402	germ cell development	"fbgn0004795,fbgn0020299,fbgn0027506,fbgn0263391"
GO:0005886	17.534	14	0.86669	1	14	648	678	plasma membrane	"fbgn0001105,fbgn0038237,fbgn0022710,fbgn0040726,fbgn0016701,fbgn0003463,fbgn0030715,fbgn0024150,fbgn0030703,fbgn0011582,fbgn0034540,fbgn0003392,fbgn0263391,fbgn0004364"
GO:0009416	3.365	2	0.86687	1	2	154	171	response to light stimulus	"fbgn0260938,fbgn0011582"
GO:0017145	1.901	1	0.86759	1	1	84	86	stem cell division	fbgn0001105
GO:0000122	3.39	2	0.86784	1	2	151	156	negative regulation of transcription from RNA polymerase II promoter	"fbgn0023076,fbgn0004795"
GO:0043226	38.026	33	0.86948	1	33	3415	3789	organelle	"fbgn0039683,fbgn0053180,fbgn0024187,fbgn0015903,fbgn0034202,fbgn0034452,fbgn0263747,fbgn0034454,fbgn0034218,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0011761,fbgn0030674,fbgn0038704,fbgn0035838,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0260938,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0263667,fbgn0034491,fbgn0065035,fbgn0016694,fbgn0003392,fbgn0263391"
GO:0016337	1.87	1	0.87017	1	1	35	37	single organismal cell-cell adhesion	fbgn0016701
GO:0051650	1.966	1	0.87061	1	1	88	92	establishment of vesicle localization	fbgn0003392
GO:0008509	2.015	1	0.87062	1	1	176	182	anion transmembrane transporter activity	fbgn0034479
GO:0051707	3.422	2	0.87094	1	2	308	324	response to other organism	"fbgn0260934,fbgn0004364"
GO:0031988	1.976	1	0.87214	1	1	140	147	membrane-bounded vesicle	fbgn0024187
GO:0043069	1.975	1	0.87443	1	1	120	133	negative regulation of programmed cell death	fbgn0023076
GO:0005783	2.031	1	0.8747	1	1	259	269	endoplasmic reticulum	fbgn0034202
GO:0048149	1.936	1	0.87475	1	1	53	68	behavioral response to ethanol	fbgn0015903
GO:0019900	1.976	1	0.87634	1	1	86	92	kinase binding	fbgn0024187
GO:0033057	3.405	2	0.87668	1	2	146	178	multicellular organismal reproductive behavior	"fbgn0265487,fbgn0004795"
GO:0055085	8.608	6	0.87689	1	6	553	584	transmembrane transport	"fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0034885,fbgn0014391"
GO:0002009	7.353	5	0.87699	1	5	248	322	morphogenesis of an epithelium	"fbgn0001105,fbgn0015903,fbgn0020299,fbgn0003392,fbgn0004364"
GO:0080090	28.685	24	0.87707	1	24	1765	1969	regulation of primary metabolic process	"fbgn0039683,fbgn0024187,fbgn0030699,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0260934,fbgn0034231,fbgn0034237,fbgn0263667,fbgn0034495,fbgn0052369,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0029006"
GO:0007276	6.086	4	0.87812	1	4	339	481	gamete generation	"fbgn0004795,fbgn0020299,fbgn0027506,fbgn0263391"
GO:0007498	2.022	1	0.87878	1	1	66	71	mesoderm development	fbgn0020299
GO:0043231	31.949	27	0.87935	1	27	2894	3122	intracellular membrane-bounded organelle	"fbgn0039683,fbgn0053180,fbgn0024187,fbgn0015903,fbgn0034202,fbgn0263747,fbgn0034454,fbgn0034218,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0011761,fbgn0030674,fbgn0038704,fbgn0035838,fbgn0267791,fbgn0002914,fbgn0260938,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0065035,fbgn0016694"
GO:0010608	3.347	2	0.87968	1	2	161	190	posttranscriptional regulation of gene expression	"fbgn0015903,fbgn0034237"
GO:0031329	2.024	1	0.87986	1	1	167	177	regulation of cellular catabolic process	fbgn0052369
GO:0008289	2.078	1	0.88101	1	1	136	148	lipid binding	fbgn0030703
GO:0043227	32.004	27	0.88147	1	27	2903	3131	membrane-bounded organelle	"fbgn0039683,fbgn0053180,fbgn0024187,fbgn0015903,fbgn0034202,fbgn0263747,fbgn0034454,fbgn0034218,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0011761,fbgn0030674,fbgn0038704,fbgn0035838,fbgn0267791,fbgn0002914,fbgn0260938,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0065035,fbgn0016694"
GO:0060429	4.925	3	0.88223	1	3	214	233	epithelium development	"fbgn0003345,fbgn0003463,fbgn0003392"
GO:0048522	23.469	19	0.88415	1	19	1206	1305	positive regulation of cellular process	"fbgn0261786,fbgn0024187,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0002914,fbgn0260934,fbgn0034230,fbgn0034231,fbgn0034529,fbgn0263667,fbgn0014391,fbgn0052369,fbgn0016694,fbgn0003392"
GO:0043933	9.944	7	0.88426	1	7	936	1180	macromolecular complex subunit organization	"fbgn0034566,fbgn0003862,fbgn0263197,fbgn0002914,fbgn0263667,fbgn0003392,fbgn0263391"
GO:0048729	7.453	5	0.88441	1	5	256	330	tissue morphogenesis	"fbgn0001105,fbgn0015903,fbgn0020299,fbgn0003392,fbgn0004364"
GO:0008049	2.033	1	0.88477	1	1	99	124	male courtship behavior	fbgn0004795
GO:0006950	12.288	9	0.88485	1	9	1125	1210	response to stress	"fbgn0011761,fbgn0038704,fbgn0034882,fbgn0011582,fbgn0262579,fbgn0065035,fbgn0014391,fbgn0028956,fbgn0004364"
GO:0031224	25.709	21	0.88486	1	21	1392	1449	intrinsic component of membrane	"fbgn0037546,fbgn0022710,fbgn0263219,fbgn0259110,fbgn0040726,fbgn0263747,fbgn0034456,fbgn0034457,fbgn0030715,fbgn0030707,fbgn0264339,fbgn0034479,fbgn0262966,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0034885,fbgn0266098,fbgn0028956,fbgn0034540,fbgn0262869"
GO:0007417	2.02	1	0.8853	1	1	74	84	central nervous system development	fbgn0015903
GO:0043229	37.434	32	0.88844	1	32	3359	3730	intracellular organelle	"fbgn0039683,fbgn0053180,fbgn0024187,fbgn0015903,fbgn0034202,fbgn0263747,fbgn0034454,fbgn0034218,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0011761,fbgn0030674,fbgn0038704,fbgn0035838,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0260938,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0263667,fbgn0034491,fbgn0065035,fbgn0016694,fbgn0003392,fbgn0263391"
GO:0044464	85.796	80	0.88918	1	80	6819	7801	cell part	"fbgn0001105,fbgn0039683,fbgn0038237,fbgn0028382,fbgn0053180,fbgn0024187,fbgn0022710,fbgn0027329,fbgn0263219,fbgn0015903,fbgn0034566,fbgn0034202,fbgn0040726,fbgn0034205,fbgn0030687,fbgn0034452,fbgn0263747,fbgn0034454,fbgn0034218,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0030715,fbgn0263113,fbgn0011761,fbgn0030674,fbgn0050147,fbgn0038704,fbgn0034500,fbgn0024150,fbgn0035838,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030707,fbgn0030706,fbgn0030703,fbgn0260934,fbgn0260938,fbgn0030662,fbgn0034231,fbgn0030661,fbgn0034237,fbgn0034479,fbgn0027093,fbgn0020299,fbgn0038205,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0038202,fbgn0034885,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0034529,fbgn0263667,fbgn0262579,fbgn0034491,fbgn0034251,fbgn0034495,fbgn0034530,fbgn0065035,fbgn0266098,fbgn0014391,fbgn0003435,fbgn0038223,fbgn0052369,fbgn0034540,fbgn0262869,fbgn0016694,fbgn0003392,fbgn0029006,fbgn0263391,fbgn0004364"
GO:0005085	2.057	1	0.88936	1	1	68	68	guanyl-nucleotide exchange factor activity	fbgn0034230
GO:0009314	3.587	2	0.88988	1	2	193	212	response to radiation	"fbgn0260938,fbgn0011582"
GO:0022414	22.471	18	0.89023	1	18	1227	1696	reproductive process	"fbgn0261786,fbgn0015903,fbgn0016701,fbgn0003345,fbgn0003862,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0011761,fbgn0002914,fbgn0260934,fbgn0034237,fbgn0020299,fbgn0027506,fbgn0003392,fbgn0029006,fbgn0263391,fbgn0004364"
GO:0030182	2.034	1	0.89109	1	1	66	75	neuron differentiation	fbgn0265487
GO:0007274	1.987	1	0.89121	1	1	57	58	neuromuscular synaptic transmission	fbgn0015903
GO:0051648	2.134	1	0.89194	1	1	93	97	vesicle localization	fbgn0003392
GO:0098602	2.054	1	0.8926	1	1	44	46	single organism cell adhesion	fbgn0016701
GO:0044706	3.575	2	0.89263	1	2	161	196	multi-multicellular organism process	"fbgn0265487,fbgn0004795"
GO:0035107	6.291	4	0.89274	1	4	171	192	appendage morphogenesis	"fbgn0011817,fbgn0003345,fbgn0267791,fbgn0034876"
GO:0048646	8.819	6	0.89355	1	6	429	509	anatomical structure formation involved in morphogenesis	"fbgn0034566,fbgn0003345,fbgn0003463,fbgn0003392,fbgn0029006,fbgn0004364"
GO:0044255	2.183	1	0.89369	1	1	360	376	cellular lipid metabolic process	fbgn0034491
GO:0009966	15.916	12	0.89552	1	12	728	788	regulation of signal transduction	"fbgn0024187,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003463,fbgn0030706,fbgn0260934,fbgn0034230,fbgn0260938,fbgn0014391,fbgn0003392,fbgn0029006"
GO:0044802	3.657	2	0.8958	1	2	237	246	single-organism membrane organization	"fbgn0034202,fbgn0003392"
GO:0043207	3.689	2	0.89653	1	2	317	333	response to external biotic stimulus	"fbgn0260934,fbgn0004364"
GO:0009607	3.689	2	0.89653	1	2	317	333	response to biotic stimulus	"fbgn0260934,fbgn0004364"
GO:0006996	15.91	12	0.89739	1	12	1312	1509	organelle organization	"fbgn0001105,fbgn0027329,fbgn0003862,fbgn0265487,fbgn0011761,fbgn0263197,fbgn0002914,fbgn0260934,fbgn0263667,fbgn0034530,fbgn0003392,fbgn0263391"
GO:0048468	13.586	10	0.8984	1	10	513	648	cell development	"fbgn0003345,fbgn0004795,fbgn0260934,fbgn0034237,fbgn0020299,fbgn0266098,fbgn0027506,fbgn0038223,fbgn0003392,fbgn0263391"
GO:0007163	3.68	2	0.8994	1	2	152	160	establishment or maintenance of cell polarity	"fbgn0001105,fbgn0260934"
GO:0034248	3.589	2	0.90006	1	2	174	210	regulation of cellular amide metabolic process	"fbgn0015903,fbgn0034237"
GO:0008593	2.182	1	0.90099	1	1	110	119	regulation of Notch signaling pathway	fbgn0003392
GO:0042623	2.269	1	0.90231	1	1	256	275	"ATPase activity, coupled"	fbgn0263747
GO:0007517	3.563	2	0.90354	1	2	80	94	muscle organ development	"fbgn0265487,fbgn0004795"
GO:0016021	25.09	20	0.90408	1	20	1371	1428	integral component of membrane	"fbgn0037546,fbgn0022710,fbgn0263219,fbgn0259110,fbgn0040726,fbgn0263747,fbgn0034456,fbgn0034457,fbgn0030715,fbgn0030707,fbgn0264339,fbgn0034479,fbgn0262966,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0034885,fbgn0266098,fbgn0028956,fbgn0034540"
GO:0007010	8.986	6	0.90432	1	6	424	450	cytoskeleton organization	"fbgn0001105,fbgn0263197,fbgn0002914,fbgn0260934,fbgn0003392,fbgn0263391"
GO:0034330	3.686	2	0.90441	1	2	93	97	cell junction organization	"fbgn0260934,fbgn0003392"
GO:0045216	3.686	2	0.90441	1	2	93	97	cell-cell junction organization	"fbgn0260934,fbgn0003392"
GO:0008092	6.497	4	0.90636	1	4	305	320	cytoskeletal protein binding	"fbgn0024187,fbgn0263197,fbgn0038205,fbgn0003392"
GO:0005057	2.215	1	0.90666	1	1	65	68	receptor signaling protein activity	fbgn0011817
GO:0016772	6.595	4	0.90815	1	4	417	435	"transferase activity, transferring phosphorus-containing groups"	"fbgn0011817,fbgn0038704,fbgn0260934,fbgn0015949"
GO:0098542	2.253	1	0.90822	1	1	246	259	defense response to other organism	fbgn0004364
GO:0043900	2.282	1	0.90988	1	1	142	153	regulation of multi-organism process	fbgn0260934
GO:0007165	24.103	19	0.91057	1	19	1041	1119	signal transduction	"fbgn0001105,fbgn0038237,fbgn0037546,fbgn0022710,fbgn0016701,fbgn0011817,fbgn0003463,fbgn0024150,fbgn0030707,fbgn0030706,fbgn0264339,fbgn0020299,fbgn0011582,fbgn0263667,fbgn0262579,fbgn0028956,fbgn0034540,fbgn0029006,fbgn0004364"
GO:0019904	2.234	1	0.91155	1	1	76	80	protein domain specific binding	fbgn0003345
GO:0004674	3.86	2	0.91165	1	2	188	198	protein serine/threonine kinase activity	"fbgn0011817,fbgn0260934"
GO:0042752	2.33	1	0.91317	1	1	80	81	regulation of circadian rhythm	fbgn0023076
GO:0007267	10.358	7	0.9135	1	7	357	391	cell-cell signaling	"fbgn0037546,fbgn0015903,fbgn0086604,fbgn0030707,fbgn0014391,fbgn0003392,fbgn0015524"
GO:0043235	2.323	1	0.91564	1	1	67	71	receptor complex	fbgn0263667
GO:0005216	5.34	3	0.91582	1	3	230	240	ion channel activity	"fbgn0034456,fbgn0034457,fbgn0030707"
GO:0007166	9.227	6	0.91689	1	6	399	449	cell surface receptor signaling pathway	"fbgn0003463,fbgn0030706,fbgn0020299,fbgn0028956,fbgn0034540,fbgn0029006"
GO:0006820	2.466	1	0.91733	1	1	214	222	anion transport	fbgn0034479
GO:1902531	8.002	5	0.91789	1	5	366	388	regulation of intracellular signal transduction	"fbgn0024187,fbgn0015903,fbgn0003345,fbgn0260934,fbgn0034230"
GO:0042051	2.3	1	0.91829	1	1	47	51	compound eye photoreceptor development	fbgn0038223
GO:0060179	2.326	1	0.91847	1	1	106	131	male mating behavior	fbgn0004795
GO:0035556	6.752	4	0.91884	1	4	342	360	intracellular signal transduction	"fbgn0022710,fbgn0016701,fbgn0011817,fbgn0024150"
GO:0007480	2.333	1	0.91887	1	1	56	58	imaginal disc-derived leg morphogenesis	fbgn0003345
GO:0043549	2.42	1	0.92263	1	1	112	118	regulation of kinase activity	fbgn0024187
GO:0007419	2.442	1	0.92303	1	1	82	84	ventral cord development	fbgn0004364
GO:0044707	37.393	31	0.92396	1	31	1610	1893	single-multicellular organism process	"fbgn0039684,fbgn0015903,fbgn0034566,fbgn0086604,fbgn0040726,fbgn0011817,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0267791,fbgn0030707,fbgn0260934,fbgn0034470,fbgn0260938,fbgn0034474,fbgn0020299,fbgn0034883,fbgn0011582,fbgn0034885,fbgn0034521,fbgn0263667,fbgn0034253,fbgn0266098,fbgn0014391,fbgn0028956,fbgn0003435,fbgn0016694,fbgn0003392,fbgn0043536,fbgn0004364,fbgn0085412"
GO:0005198	4.017	2	0.9244	1	2	450	598	structural molecule activity	"fbgn0024187,fbgn0034517"
GO:0048639	2.424	1	0.92459	1	1	103	113	positive regulation of developmental growth	fbgn0011817
GO:0044456	5.431	3	0.9246	1	3	181	193	synapse part	"fbgn0030706,fbgn0260934,fbgn0003392"
GO:0051270	2.369	1	0.92495	1	1	58	61	regulation of cellular component movement	fbgn0034540
GO:0044700	10.603	7	0.92551	1	7	366	400	single organism signaling	"fbgn0037546,fbgn0015903,fbgn0086604,fbgn0030707,fbgn0014391,fbgn0003392,fbgn0015524"
GO:0001709	4.029	2	0.92579	1	2	135	138	cell fate determination	"fbgn0260934,fbgn0263391"
GO:0016318	2.344	1	0.92684	1	1	31	33	ommatidial rotation	fbgn0011817
GO:0023052	10.634	7	0.92687	1	7	370	404	signaling	"fbgn0037546,fbgn0015903,fbgn0086604,fbgn0030707,fbgn0014391,fbgn0003392,fbgn0015524"
GO:0001934	2.49	1	0.92709	1	1	143	155	positive regulation of protein phosphorylation	fbgn0024187
GO:0045165	4.074	2	0.9277	1	2	119	126	cell fate commitment	"fbgn0001105,fbgn0267791"
GO:0051641	6.934	4	0.92797	1	4	532	582	cellular localization	"fbgn0034202,fbgn0034205,fbgn0260934,fbgn0003392"
GO:0019222	32.281	26	0.92876	1	26	2044	2272	regulation of metabolic process	"fbgn0039683,fbgn0024187,fbgn0030699,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0260934,fbgn0034231,fbgn0034237,fbgn0263667,fbgn0034495,fbgn0065035,fbgn0052369,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0029006"
GO:0040007	6.869	4	0.9303	1	4	197	217	growth	"fbgn0267791,fbgn0260934,fbgn0016694,fbgn0004364"
GO:0030154	8.201	5	0.93088	1	5	273	295	cell differentiation	"fbgn0265487,fbgn0004795,fbgn0002914,fbgn0260934,fbgn0266098"
GO:0046982	2.484	1	0.93093	1	1	129	231	protein heterodimerization activity	fbgn0023076
GO:0032501	39.843	33	0.93122	1	33	1897	2222	multicellular organismal process	"fbgn0039684,fbgn0015903,fbgn0034566,fbgn0086604,fbgn0040726,fbgn0011817,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0267791,fbgn0030707,fbgn0260934,fbgn0034470,fbgn0260938,fbgn0034474,fbgn0034512,fbgn0020299,fbgn0034883,fbgn0011582,fbgn0034885,fbgn0034521,fbgn0263667,fbgn0034253,fbgn0266098,fbgn0014391,fbgn0028956,fbgn0003435,fbgn0016694,fbgn0003392,fbgn0043536,fbgn0004364,fbgn0085412"
GO:0004872	10.775	7	0.93128	1	7	407	423	receptor activity	"fbgn0037546,fbgn0030715,fbgn0030707,fbgn0264339,fbgn0011582,fbgn0028956,fbgn0004364"
GO:0042327	2.552	1	0.93147	1	1	147	161	positive regulation of phosphorylation	fbgn0024187
GO:0048666	4.071	2	0.93154	1	2	108	117	neuron development	"fbgn0266098,fbgn0038223"
GO:0031323	29.115	23	0.93156	1	23	1800	2012	regulation of cellular metabolic process	"fbgn0039683,fbgn0024187,fbgn0030699,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0260934,fbgn0034231,fbgn0034237,fbgn0263667,fbgn0034495,fbgn0052369,fbgn0016694,fbgn0003392,fbgn0015524"
GO:0017148	2.307	1	0.93161	1	1	58	81	negative regulation of translation	fbgn0015903
GO:0042803	4.029	2	0.93269	1	2	143	147	protein homodimerization activity	"fbgn0003862,fbgn0016694"
GO:0046914	7.074	4	0.93453	1	4	683	719	transition metal ion binding	"fbgn0003862,fbgn0263667,fbgn0065035,fbgn0052369"
GO:0016477	9.603	6	0.93475	1	6	279	349	cell migration	"fbgn0015903,fbgn0003862,fbgn0260934,fbgn0020299,fbgn0003392,fbgn0004364"
GO:0051130	5.63	3	0.93478	1	3	264	287	positive regulation of cellular component organization	"fbgn0011817,fbgn0263667,fbgn0003392"
GO:0008270	5.699	3	0.93509	1	3	493	516	zinc ion binding	"fbgn0003862,fbgn0263667,fbgn0052369"
GO:0061024	4.205	2	0.93577	1	2	269	279	membrane organization	"fbgn0034202,fbgn0003392"
GO:0044705	4.138	2	0.93608	1	2	164	198	multi-organism reproductive behavior	"fbgn0265487,fbgn0004795"
GO:0019098	4.141	2	0.93631	1	2	166	200	reproductive behavior	"fbgn0265487,fbgn0004795"
GO:0035152	2.594	1	0.93667	1	1	82	86	"regulation of tube architecture, open tracheal system"	fbgn0003392
GO:0051726	4.249	2	0.93676	1	2	358	379	regulation of cell cycle	"fbgn0261786,fbgn0002914"
GO:0005515	39.079	32	0.93779	1	32	2139	2356	protein binding	"fbgn0261786,fbgn0038237,fbgn0053180,fbgn0024187,fbgn0027329,fbgn0030699,fbgn0263219,fbgn0015903,fbgn0034566,fbgn0034454,fbgn0016701,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0050147,fbgn0263197,fbgn0267791,fbgn0034237,fbgn0038205,fbgn0011582,fbgn0263667,fbgn0266098,fbgn0014391,fbgn0038223,fbgn0052369,fbgn0034540,fbgn0262869,fbgn0016694,fbgn0003392,fbgn0029006"
GO:0007416	2.539	1	0.93851	1	1	59	63	synapse assembly	fbgn0260934
GO:0007422	2.615	1	0.94091	1	1	75	88	peripheral nervous system development	fbgn0265487
GO:0009986	2.486	1	0.94115	1	1	58	64	cell surface	fbgn0030661
GO:0048518	26.226	20	0.94195	1	20	1401	1513	positive regulation of biological process	"fbgn0261786,fbgn0024187,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0002914,fbgn0260934,fbgn0034230,fbgn0034231,fbgn0034529,fbgn0263667,fbgn0014391,fbgn0052369,fbgn0016694,fbgn0003392,fbgn0029006"
GO:0060089	12.316	8	0.94279	1	8	498	517	molecular transducer activity	"fbgn0037546,fbgn0011817,fbgn0030715,fbgn0030707,fbgn0264339,fbgn0011582,fbgn0028956,fbgn0004364"
GO:0048870	9.802	6	0.94295	1	6	303	377	cell motility	"fbgn0015903,fbgn0003862,fbgn0260934,fbgn0020299,fbgn0003392,fbgn0004364"
GO:0090066	5.789	3	0.94406	1	3	212	217	regulation of anatomical structure size	"fbgn0283508,fbgn0002914,fbgn0003392"
GO:0042330	4.214	2	0.9442	1	2	94	114	taxis	"fbgn0011817,fbgn0011582"
GO:0034249	2.495	1	0.94435	1	1	62	86	negative regulation of cellular amide metabolic process	fbgn0015903
GO:0098796	5.869	3	0.94502	1	3	462	512	membrane protein complex	"fbgn0001105,fbgn0034251,fbgn0014391"
GO:0045937	2.769	1	0.9456	1	1	161	176	positive regulation of phosphate metabolic process	fbgn0024187
GO:0010562	2.769	1	0.9456	1	1	161	176	positive regulation of phosphorus metabolic process	fbgn0024187
GO:0035120	5.855	3	0.94582	1	3	155	173	post-embryonic appendage morphogenesis	"fbgn0011817,fbgn0003345,fbgn0034876"
GO:0044703	4.32	2	0.94587	1	2	180	219	multi-organism reproductive process	"fbgn0265487,fbgn0004795"
GO:0009888	9.952	6	0.9461	1	6	384	411	tissue development	"fbgn0001105,fbgn0003345,fbgn0003463,fbgn0020299,fbgn0003392,fbgn0004364"
GO:0048583	20.801	15	0.94798	1	15	991	1075	regulation of response to stimulus	"fbgn0024187,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0023076,fbgn0003463,fbgn0030706,fbgn0260934,fbgn0034230,fbgn0260938,fbgn0011582,fbgn0014391,fbgn0034540,fbgn0003392,fbgn0029006"
GO:0050839	2.618	1	0.94863	1	1	43	45	cell adhesion molecule binding	fbgn0262869
GO:0007155	7.283	4	0.94912	1	4	156	165	cell adhesion	"fbgn0001105,fbgn0263219,fbgn0016701,fbgn0004364"
GO:0022610	7.297	4	0.9496	1	4	159	169	biological adhesion	"fbgn0001105,fbgn0263219,fbgn0016701,fbgn0004364"
GO:0000902	2.9	1	0.9512	1	1	121	129	cell morphogenesis	fbgn0028622
GO:0007611	6.001	3	0.95198	1	3	166	204	learning or memory	"fbgn0011582,fbgn0266098,fbgn0003392"
GO:0050890	6.001	3	0.95198	1	3	166	204	cognition	"fbgn0011582,fbgn0266098,fbgn0003392"
